scenario,2026,2027,2028,2029,2030
E1,0.9984225906956965,1.0128313376505296,1.0200963824744802,1.0250080255203378,1.0318465935575731
E2,1.0115293642121936,1.0201790849427468,1.0153845220679527,1.0133305372870622,1.0092585021752782
E3,1.0186168673763447,1.0415375059806102,1.0415154264474018,1.056958548947164,1.0705912052178574
E4,1.0054203275746825,1.0116383535177058,1.0030112319150781,1.0239456432444922,1.0415714987854394
E5,1.0101688700784506,1.0064755798902552,1.0051642379194317,1.0153190862072448,1.0283733310686376
E6,0.9935436643701493,0.9831674440509182,0.9873756671777059,1.0049498147869276,1.0065852205779773
E7,1.0089596428378254,1.0155950821213464,1.010682026080418,1.0231542562931792,1.0340770051832948
E8,1.0143795114937526,1.0024035863717788,1.006720889127731,1.019795411365676,1.0072286362400986
E9,1.01013861491817,1.0161626787659181,1.033286372906434,1.0365694900197715,1.0252949222459893
E10,1.016185261785766,1.0093632888494315,1.0142856270734268,1.0159688405916858,1.0149078159741374
E 11,1.0032340662706485,0.9936935039563674,1.0025321911042513,1.0170669490697013,1.026732294123798
E 12,1.0166928152830024,1.0031746566643365,1.023053349760489,1.0345839667347265,1.043021136826891
E 13,0.9998330976732268,0.9896476036165873,0.9738454764583254,0.9879807317795453,0.9841929307370779
E 14,0.9973401117919354,0.988968667148674,0.9880241385760389,1.00629225226184,0.9966891777061895
E 15,1.000290281971425,1.0052084252606845,1.0079958309815893,1.0142283581973994,1.0243466053588164
E 16,0.9936425340493947,0.9972749551172141,1.0099354641374665,1.0195909752758379,1.0425957131292642
E 17,1.0188082159911607,1.0088660008073354,1.0054874662537616,1.0084321523666393,1.0312259444024037
E 18,1.0050876258798362,1.0021668949916185,1.022860993351623,1.0351777377921805,1.0338848074572453
E 19,0.9873175752823575,0.9965328604339575,1.0057196746746684,1.008229467490242,1.0107743669477134
E 20,1.0140218457733159,1.0165524749607742,1.0296970246387918,1.0363175390663664,1.050639742918246
E 21,1.0069606626786378,1.018834430275254,1.0229317447663042,1.0319568766685112,1.0457753309343238
E 22,1.0229901939416715,1.0350830520810834,1.0467032112759875,1.054643180298146,1.0738267235508827
E 23,1.002911432882298,1.0073570748120872,1.0210961487611712,1.014951657625855,1.021205400811745
E 24,0.9947699136888082,1.0070905021201328,1.0222277114362048,1.044058150111746,1.0526272242866874
E 25,1.0052611780849876,1.0283419901922346,1.016641181673633,1.0179461494075084,1.0356247927392055
E 26,1.0105522328712846,1.0098053084807368,1.0149138811426892,1.0330302426992257,1.048186220555727
E 27,1.0129379105323864,1.0136307250054697,1.0237597797654323,1.031265569135931,1.033556125616719
E 28,1.0103683722279178,1.016336547831214,1.02895922804598,1.0432232862455748,1.0584705840648034
E 29,1.010231019955112,1.0218588025102153,1.0233961038545438,1.0326048992898225,1.0523110077390294
E 30,1.009977935790726,1.0182263999614183,1.0103812090556585,0.9979063564760131,1.0040924085637912
E 31,1.0127240700527935,1.022617917744699,1.0077043955896157,1.0180470891041997,1.0284410391630325
E 32,1.0111114866137754,1.025279650449843,1.0198816470565597,1.019568051186488,1.0298003693179434
E 33,1.0091188653095877,1.0193402531903781,1.0337755029140043,1.041757478160771,1.0561637873139145
E 34,0.9826627964943172,0.9690105480043628,0.9845432292064348,0.9736531046055944,0.9876556084240228
E 35,0.9993419053936891,1.0207018644885582,1.0259465145750897,1.0312416855043605,1.046603756316157
E 36,1.0078778216977884,1.019211022835233,1.0301590070264124,1.0353985428778383,1.0488044808347112
E 37,0.9974787253918243,1.010548842912916,1.0072256656403318,1.0158014733381762,1.0316458284203214
E 38,0.9964460548826103,1.0058063252163323,1.0150397528744708,1.0287058311176704,1.010077416862772
E 39,1.0050039029674607,1.0154603018419694,1.0343120083042276,1.053378919468232,1.0544028079953784
E 40,1.0036649986963802,1.0222026359216838,1.0307842187002612,1.030368630027611,1.0447114886915505
E 41,0.9973650654471876,1.0023650122696837,1.0056299248458722,1.0151964224430077,1.0256902853856291
E 42,1.0072113321407323,1.0266489284358997,1.0121005748196645,1.0322369477203517,1.042957224877795
E 43,1.013643707579847,1.0111794925562119,1.021077236349213,1.0340427396082983,1.0508313971926775
E 44,1.008693576843257,0.9957895724409983,1.0174119488650024,1.0164680592401911,1.0159186207865631
E 45,0.9991140316319498,0.98911024600062,0.9954300534321031,0.9790530827988395,0.9831471310464744
E 46,1.009531243624672,1.0091976027399492,1.0172876657772467,1.02644885593975,1.0380130616578684
E 47,1.0048899999059975,1.0233215548225887,1.0281008796282844,1.0341808106351784,1.036957662139186
E 48,1.013247578603787,1.0105735677929153,1.0026949010005621,1.0190170217682106,1.0239642163475728
E 49,1.0114073223236497,1.0269202829838966,1.0391906488785543,1.0479877721480775,1.0592235416612974
E 50,1.0125765734650936,1.0150113722395078,1.019042956412711,1.0219071501018722,1.0237652111638387
E 51,1.0227124359908133,1.0301489329454983,1.03941382336968,1.0402966245377319,1.0565809402055772
E 52,1.0090195269048865,1.0201368731375926,1.032059475138214,1.0421653402517128,1.043121354456293
E 53,1.0174090235700257,1.0199419118007944,1.0257552426796415,1.0238818695301195,1.041701311843859
E 54,1.0099383665899189,0.9957280459864105,1.0015236619904455,1.0021490569176643,1.0191978159193353
E 55,1.0141307475016108,1.014873126816015,1.0198374622008113,1.0284963080316605,1.030309754795247
E 56,1.0105190312130694,1.0137462713795238,1.0168140728674755,1.0249260982940829,1.0299427939817525
E 57,1.0001701502243252,1.0006728831489453,1.0170970982088203,1.0413903275200858,1.0570674823272281
E 58,1.0082700480726061,1.0031249067716939,1.0261650089915615,1.0213119196329277,1.0283796472546527
E 59,0.9993496901352924,1.0072701984611858,1.0000244079520386,1.016470301949091,1.0250589105668417
E 60,1.0158727356106516,1.0013365443503948,1.0141595430267705,1.0152187017401293,1.0222660653104205
E 61,1.0097474886973221,0.9986449757976259,1.008163136395295,1.0226962632380439,1.0340418388979375
E 62,1.0077247344708788,0.9934481539685927,0.9948041329171902,1.0085049768513703,0.9996765814434441
E 63,1.0115498420406108,1.009886917646228,1.0145411919941267,1.0277966945030437,1.0145196823139624
E 64,1.0127341611981506,1.0045266235239199,1.0200468757857606,1.0162837279474288,1.0339063921927738
E 65,1.0106689241327576,1.013662739847557,1.0263281752627587,1.0262913486487524,1.0259828800522488
E 66,1.012150738449153,1.025884362579733,1.0456576370300812,1.065316123634672,1.0639458073803842
E 67,1.0129546844387836,1.029555115467389,1.0212780489179392,1.0197960294120492,1.0163042005066378
E 68,1.0168552943371596,1.0406716323642158,1.0306430085557365,1.0450857578040464,1.0540644412434743
E 69,1.011148500000039,1.028204194547871,1.042618714049051,1.0406766369126548,1.0464150827129488
E 70,0.9925254108219274,0.9991668769948967,1.0068912385722746,1.018266157336258,1.0182580583075667
E 71,0.9997359009278641,1.0132095222036768,1.0146980805873047,1.0148202021532773,1.0220979970346034
E 72,1.0101247310973085,0.9974667500720792,1.0186005265038127,1.040980068713028,1.0593429221112578
E 73,1.011477584988411,1.0273718346395933,1.0385681091941452,1.0226263014423616,1.0331991348204541
E 74,0.9851843369722878,0.9760354175017484,0.986940586991867,0.9789029719021157,0.9947947898297665
E 75,0.9840609673978281,0.9967894720507282,0.9999654211526242,1.0106642664288346,1.0295678051390906
E 76,1.0103863645914621,1.0101603329558608,1.0191011866518642,1.0375230946269747,1.0475494579168154
E 77,1.0092974203475766,1.014729445889875,1.0012049656198287,1.0210181236035896,1.03109007534822
E 78,0.990331810234194,1.0024024823578128,1.0145464236187467,1.0187450180034674,1.0307476691138613
E 79,0.9958854949580198,0.9990176477363462,1.0122476566737777,1.0198304038999908,1.0389894215326678
E 80,0.9861029038762061,0.9919937378152247,1.000120464054386,1.0009141825825856,0.9864695496546272
E 81,0.996370667989704,1.0060639331823937,1.0029834115760523,0.9992112337496192,1.002160340760255
E 82,0.9974542874902284,1.0130492099529351,1.0097936930790712,1.015182727508144,1.0010226533403728
E 83,1.00133525005874,1.0141956410264963,1.0306105910896668,1.032231746374675,1.0455869345465203
E 84,1.0040363076638255,0.9970403030246524,0.9996079707235841,1.0005624936549415,0.9928850613898501
E 85,0.9953262256695204,1.010504870376023,1.0099835157964292,1.0206885500654965,1.036831505329558
E 86,0.9828261023813003,0.984368525801489,0.9697445967234429,0.9699899523012059,0.9872997240460817
E 87,1.00956495358447,1.0136053056703909,1.0319948138577257,1.0225115137195548,1.0371920118063775
E 88,1.0064167600578464,1.0262637914740727,1.0338876548852756,1.034699331653827,1.034159845978792
E 89,0.9968720996584768,1.0026037435945037,1.0201438150963735,1.0237907412645184,1.015148327424434
E 90,1.017060796017646,1.024208965741412,1.0232153416240788,1.0219815068716955,1.017387417510831
E 91,0.9948788696543088,1.009361626956749,1.0035916246870367,1.0184599271872101,1.024860711829692
E 92,1.008714997594662,1.012248397609457,1.031366726157825,1.0394327147721165,1.0524724612595655
E 93,0.9938224729993999,1.0066224015948793,0.9932106968202647,1.0035209633426931,1.0089743585850417
E 94,1.0155945366327206,1.016409313036688,1.0289832764408717,1.0468851710442884,1.0669178637861911
E 95,1.0011699604814792,1.017129064502926,1.0261676199558214,1.0301455292375183,1.0422387393074684
E 96,0.9940772359524327,1.010217217370557,1.0023216278285565,1.01187445855877,1.0134531772707085
E 97,1.017102953585936,1.0131912299738823,1.0189960558771207,1.025480212992757,1.0380771109656386
E 98,1.0185546160404257,1.0228053589862953,1.0354657553257078,1.0528570734184408,1.0653779479499284
E 99,1.0067612048748928,1.017613390270567,1.0406072975692993,1.0496099193875759,1.0632991101331257
E 100,1.0065256304085743,1.0283815792465356,1.0313532951539193,1.0365116862253003,1.0492201783636113
E 101,1.0193291860231173,1.0095715283650073,1.0270927314653078,1.0505625282188602,1.0682029038594012
E 102,0.9912158725833423,1.0000256227412754,1.0100012183671778,1.0263640449420977,1.0300040743586099
E 103,1.0155037847956723,1.0267239778576696,1.0120787726428075,1.0044429932631196,0.9996468809283239
E 104,1.0022429005433953,0.9923079618011506,0.993023272030078,0.9902791432468299,0.9927025930553652
E 105,1.0009031106036546,0.9877599660479834,0.9746209766770083,0.9911736285100398,1.0086218426214617
E 106,0.9844265847983946,0.9966826764717902,0.9929448277370956,0.9930409776225722,0.9876046467026102
E 107,1.0116539103407804,1.0057782044103671,1.0191577949628339,1.0078509138387977,1.0248934340644367
E 108,1.007390053254163,1.003369581962011,1.0234074670425568,1.011473291203472,1.0206754981695543
E 109,1.0144518453341598,1.0312362542154352,1.0379071934932886,1.0522898758553396,1.0577523504939712
E 110,1.0148577936680079,1.029097913772733,1.0455516446271678,1.0548114276217793,1.050311803527999
E 111,1.0235231577990116,1.022911927962342,1.0219499707845325,1.019898756660775,1.0259424665808285
E 112,1.0182821189073952,1.0203543190781046,1.0380382643362773,1.0422100972606303,1.0509977372185735
E 113,0.9883893588447294,0.9989967009156526,1.0113816231535344,1.0177488500760419,1.0276016786209374
E 114,0.9997431100073619,1.0083600231046053,1.0232949768288704,1.0117060693748323,1.0110203865431866
E 115,1.0050496903877901,1.0035358777440266,1.01094137393733,1.0093185389045005,1.027812002407229
E 116,1.0084953037518176,0.9966075081111502,0.9977757106430342,1.0129871219602278,1.0125025225903321
E 117,0.9967885182751417,1.0068817581898308,1.02401369588728,1.0269063208097204,1.017928304331028
E 118,1.0081114558427873,1.0262898107527587,1.0488350216262903,1.053311164613848,1.062302248572108
E 119,1.0003430216343479,1.0013800357733966,1.0027836778346844,1.0149357772556704,1.0173184907100308
E 120,1.0070801477532787,1.0037569721141588,1.0096310100339947,1.016703461195834,1.0252509066650153
E 121,1.0028565244667447,1.0094602627046751,1.0021708871923922,0.9985374779751799,1.016392164773723
E 122,1.000161454387535,1.0041442067890978,1.0138951118073074,1.026866299826012,1.0267001532021816
E 123,1.0132936776970305,1.020643663306588,1.0235391231887456,1.012933369860388,1.0250433644210732
E 124,0.9834775481293618,0.9779195038475377,0.9857206867378323,0.9994061515780864,1.020683890864407
E 125,0.9945125593467595,0.9825510060100672,0.9757356127279219,0.9785650838444768,0.9679684065293688
E 126,0.996069710399926,0.9910246020611374,1.0135029147843362,1.0191122523354412,1.0324934274367796
E 127,1.0034601210130487,1.02652830604152,1.0215976519108347,1.0459415562837722,1.0411606123250614
E 128,0.987025135787628,0.9762400064907716,0.9683457618555958,0.9767153076265185,0.9932445246654963
E 129,1.0049985999783702,0.9992418391446579,1.0078342505229594,1.01392717332912,1.0034831733552718
E 130,1.0145584687874147,1.0197295524548387,1.040618909262417,1.0496054425616392,1.0550474246245363
E 131,1.001769530330876,0.9921684093244552,0.9930153728598733,0.9886884093457854,0.9950911487997385
E 132,1.0122216803598465,1.0265534151958393,1.0180513254079149,1.0237503157087884,1.034267793701787
E 133,0.9975927658058655,0.9986230975975572,1.0025290870290158,0.9923453944948222,1.012120950953193
E 134,1.011110191673207,1.0059954311931243,0.9977903027751186,1.0188520066889708,1.0066131023137357
E 135,1.0084710774025663,1.004243736484699,0.9938237816340865,0.993100780136741,0.9798795115294237
E 136,1.0066999927275793,1.0218789701093411,1.0225964937599994,1.033321727751543,1.017250022536548
E 137,1.008600532381073,1.0153801530382378,1.0239481522365022,1.0402488773816643,1.0306925859526936
E 138,1.0143849658298056,1.0236972899324863,1.036433398355306,1.0343010098933303,1.0463482031953903
E 139,1.0069035250158282,0.9934464593936073,1.0111046343413788,1.0084522638478897,1.0037714414143506
E 140,1.0058919772726298,1.0089671882033455,1.0170795162040074,1.0090765388453773,1.0180320159295948
E 141,0.9960158232044597,1.000380347988596,1.013021472010941,1.0185973529299996,1.0110594708810137
E 142,1.0135489582668034,1.0258567314370706,1.0359374674133448,1.0484410964928064,1.0602597355216241
E 143,0.9964560569969162,1.0003130353478271,1.0151061370969585,1.0022122853141147,1.0143536775637374
E 144,0.996387357427426,0.998447433700945,1.012075711133946,1.0175604728389278,1.029264286723051
E 145,1.0094815282870582,0.9994862836530125,1.0040909521358234,0.9952602736053795,0.9933621371935918
E 146,0.9997792782334527,1.0175758770158156,1.017798229007267,1.0268685368297457,1.0266816712986098
E 147,1.0019976341567685,1.0122135249621194,1.0265987662941105,1.0408948499091353,1.0477207360383232
E 148,1.0132107819043001,1.0049667741998203,1.0092419194822801,1.0273186209089962,1.0378424041206913
E 149,1.0120994915258037,1.0184587646513008,1.022046257868328,1.014295050487918,1.0167670955124892
E 150,1.0086720555046205,1.0158126847999527,1.0287128561096834,1.0278864230003897,1.0272959294242834
E 151,0.9942700178058991,0.9969879376777128,0.9976629374045749,1.0099259942354575,1.0106832945611617
E 152,0.9915387049183241,1.0049111939154352,1.0038159630928916,1.0143956963786824,1.0197013848812275
E 153,0.9896071025842464,1.0099524198063026,1.020998680496053,1.020216910185322,1.028567798560678
E 154,1.0063876632433437,1.0134924396589653,1.0201355786457424,1.0375072395939218,1.0418475652038828
E 155,1.0199647420527136,1.0364113691507646,1.0426329113560089,1.0530939324107729,1.0562063793988516
E 156,1.0145081339025608,1.016727576728595,1.028285293231589,1.0409089988508655,1.0365286774105578
E 157,1.0103187577441228,1.0196745493256771,1.0170136084893617,1.0376755379032967,1.03797109662684
E 158,1.0159299086135822,1.0293411445281975,1.0394863802329604,1.0486002328859596,1.062665529283485
E 159,0.9864362615024561,0.9801472629667931,0.9909111669142057,0.9776238768851844,0.9806536530470055
E 160,1.0227312203192462,1.0177861715577423,1.0220599044755576,1.036688043080572,1.0247002486723287
E 161,1.0026426759983031,0.9931731861768271,0.9983441561336492,0.9875518588339237,0.9835861891300839
E 162,1.0032540791345004,1.0078616844561827,1.0074620694693492,1.0191125102054246,1.0322167911693505
E 163,0.9979676060087433,0.996183381250034,1.003573859958281,1.011544114384784,1.02279693760695
E 164,1.0113730143017927,1.0056795482137577,1.0142322772456451,1.034901340709779,1.0470294467401466
E 165,1.0080768005399223,1.0038256575976259,1.026692374464072,1.0086149980998746,1.0203745220148905
E 166,1.016583927995228,1.022722923553015,1.009444720734659,1.0011789033598995,1.0001408547304165
E 167,1.0043910999181975,1.0063862240737613,1.027263248914972,1.036906966340555,1.0340021656055327
E 168,1.0096226181801604,1.0184133985371762,1.030862463460351,1.0242928040572088,1.0225850037601802
E 169,1.0142927642130706,1.0202923063849325,1.0134711224377977,1.007515847204666,1.0011289832714423
E 170,0.9891067665604104,1.0058610448679703,1.003406020278005,0.9894082511363814,0.9884005473956431
E 171,0.9852221045362226,0.992858824347363,0.9921694065247822,1.0076148709526018,1.0243141845537258
E 172,1.0124903585875846,1.003609574378944,1.0090337582282543,1.0031897832776586,1.010433031077916
E 173,1.0039829262474802,1.0211171166933186,1.042013358819938,1.0650864771005748,1.0805075387183953
E 174,1.003020763999213,1.0242640575510646,1.0450770260722324,1.0616467521450474,1.0733144561764636
E 175,0.9973585679412498,1.005129526386451,1.007646273596508,1.0109418958522047,1.0086927930628238
E 176,1.004039774308326,0.9928495145970256,0.9863523458472138,0.9873743813599052,0.9884938859864959
E 177,1.0172252488340148,1.0259100792598634,1.0402688786627616,1.0412200442980144,1.0537783679354658
E 178,1.0076024870227054,1.015173744867494,1.0330992439245614,1.0250596711936732,1.0221696645708394
E 179,0.998287448480828,1.006792260335983,1.0040355292819843,1.0032874906281262,1.003406099812137
E 180,1.0230556722280668,1.0150061721550538,1.0227583312366926,1.041706011430097,1.0472915894960366
E 181,1.015687496790985,1.0199839497139598,1.0205092211750664,1.033107590308309,1.0373804056400124
E 182,1.000183462170501,1.0154887944132278,1.0026430715456318,1.003144455231318,1.013060079298314
E 183,1.0126806549716139,1.0230845124740109,1.0337537330867619,1.0408810205738919,1.0521180337542289
E 184,1.003647745000345,1.0157954245564562,1.0149629587733051,1.027188605025491,1.0410097187334197
E 185,0.9985113137127843,0.9824565459727953,1.001015312049649,1.0188943964049382,1.0204111221679497
E 186,0.9926877915080183,0.9901462146945736,0.9987721682665344,0.9846547112268229,0.9896926969913357
E 187,1.011373291194484,1.0272032758755452,1.0452447725455176,1.0364732180655243,1.060236635414278
E 188,1.0031469182110924,1.0215129040913606,1.011167350731728,1.0097057765939181,1.0097026992511895
E 189,0.9967093796882524,1.0059306663156846,1.0064587543166426,1.0024496533746536,1.0042081405328203
E 190,1.0106391025558095,1.0200867748317604,1.012619171832088,1.0205478366648704,1.0322021018392513
E 191,1.0129404341924366,1.0196119307201486,1.037674158383151,1.0367877486019037,1.0242261701092437
E 192,1.0166780192589462,1.0015858602854568,1.0046921789396894,1.0202047189663674,1.0357047851937242
E 193,1.014776493702491,1.0365744154056307,1.045893715657407,1.0510158577814117,1.049273486784774
E 194,1.0196175665835105,1.0216237214046766,1.028905910143213,1.0191807366350327,1.0396640039556746
E 195,0.9957881809549108,1.016005259213992,1.0089871448171543,1.024046253710158,1.0119265341159713
E 196,1.0102712550573132,1.0244442409885162,1.037622327551761,1.0534606333223744,1.06268269447758
E 197,0.9828226693047242,0.9718241315775131,0.9589347496179608,0.9663052308644517,0.9560607188599572
E 198,1.0082039802678766,1.023909066003833,1.0189117318268928,1.0278022252466208,1.0341567172133022
E 199,1.005596906259312,1.0191483889295583,1.0241141648848537,1.026074032875855,1.040125531160808
E 200,1.0158133938614884,1.0164254405808126,1.021818344956423,1.025134875273227,1.0131020777287507
E 201,1.0101034910522935,1.019091128696631,1.0236254023947209,1.0463345131293036,1.0589611012963585
E 202,1.0017101642622799,1.006765854181452,1.0225435545306332,1.021325033545283,1.041426063286826
E 203,1.003256726349516,1.0038328794049751,1.0124534331782193,1.0191235934373748,1.0147483740070138
E 204,0.9997380492184285,1.0088071770120612,1.0135997342191896,1.0178667794937186,1.0039198665090774
E 205,1.006341321613041,0.9946967649122055,0.9904980882585371,0.9966935038749956,0.9909504893189439
E 206,1.0018451943987674,1.0219376427493794,1.0244707314657562,1.011636345189381,1.0308461742014141
E 207,1.007125181392151,1.0115315570667418,1.0020603285599075,0.9926458311328873,1.0032456757513066
E 208,0.9987369803140119,0.9833682084498778,0.9898566225414014,0.9857929320935437,1.0005958487793347
E 209,0.996002937570601,1.010105559809043,0.9996031061235428,1.0018767384074345,1.0232787241081231
E 210,0.982355540150381,0.99337393450618,0.9953819078781418,0.9922632634204961,0.9907638692029387
E 211,0.9889405150315387,0.9818574074587834,0.9968983599979973,1.0057796690503285,1.0169647367611463
E 212,1.0096693802724104,1.022407221669777,1.0305503788999733,1.0332239169526178,1.042928862104092
E 213,1.022443432727114,1.017758667607114,1.0251066402504934,1.0360244740044608,1.0586396808001823
E 214,0.9910896663169554,0.9985296186939217,1.0042305342069493,1.0122065585818731,0.9971267425481347
E 215,0.9875432437620143,0.9827931349555734,0.9755760212291159,0.985364078049059,0.9867242437858645
E 216,0.9962883798536906,1.0143031812544139,1.0168673987723575,1.0248877149199225,1.026020008494793
E 217,0.992961555837041,0.9857581063635501,0.9972937760411957,1.0067618363224209,1.0054119510468034
E 218,0.9961536273138781,0.998953799910304,1.006796145985926,1.0110249605703017,1.0254600673333163
E 219,1.006589171975161,1.0290965864174788,1.0256861009555664,1.020672930788845,1.030360373789891
E 220,1.0068519674056768,1.0276730905275706,1.0343199066337523,1.0439452610649984,1.0412758245351366
E 221,1.0025509280278815,1.0116715738470643,1.0196304150918498,1.0179582596444914,1.0287579564323772
E 222,1.0108092110535214,1.0250149031610425,1.0372991634973416,1.0593380460190533,1.0707826589797667
E 223,1.0129266183650656,1.0199128376027875,1.0209147505568381,1.0250057055994068,1.0084982166584588
E 224,1.0193399945948025,1.0251479890749349,1.0221035112453691,1.0392211897296202,1.0513469949090641
E 225,1.0153103586865044,1.0233303682606796,1.0416648525396892,1.0631815505612494,1.070616760374996
E 226,1.0120624525802817,1.0080488672566967,1.0205957185513848,1.0169384733759517,1.0198241890204918
E 227,1.0153496557387347,1.0122486020583252,1.0208415972398734,1.0288406173816884,1.0253583669859645
E 228,1.0169860228997902,1.0260482221538327,1.0357370826820762,1.053388440311388,1.0646908061005789
E 229,1.0018803559462737,1.0150693427158828,1.0000612371690514,0.9972829668726446,0.991191364617314
E 230,0.9960778781243856,1.0037818279542348,1.007947873288505,1.0136952219754096,1.0132575387536056
E 231,1.0048977361629332,1.008516408325172,1.0022148479420063,1.0027775435977588,1.0182503919856167
E 232,0.9803582931760176,0.9844266727524796,1.0065041565045778,1.0092543307596558,1.0246180609426
E 233,1.005755810482624,1.012504999610416,1.0361673679027503,1.0417202542096737,1.0573541880586563
E 234,1.0053110165426795,1.014587758027673,1.032207781311226,1.0409304344737027,1.0367243703097428
E 235,0.999924083031546,1.0168848627029505,1.0203761836916534,1.0059860515366406,1.0009926470111246
E 236,0.9919731811231665,0.9889927676483018,0.97967146049063,0.9772377716734115,0.986985081864114
E 237,1.0062253621412434,1.0142154714834737,1.012681661893017,1.006114132153891,1.0127259848783314
E 238,1.0094155777288911,1.0200764783580816,1.030521935826613,1.048166879546259,1.0588979440102217
E 239,1.016153293913792,1.0323248798476696,1.0429969440366709,1.048678303526903,1.0448767647519375
E 240,1.000908911362306,1.0101562855251611,0.9940273712887087,1.0062657531647348,1.0006139177098263
E 241,1.0087098253050915,1.0123789081889618,1.0148842101541389,1.028393028651803,1.03701716880928
E 242,1.0039724922644937,1.0177603158271076,1.0298441102301967,1.0298992221820324,1.0224235549146532
E 243,1.0198495426306855,1.0319152238281288,1.033752210175392,1.0455619865500214,1.065695813834331
E 244,0.9956663574663814,1.006261556655955,1.0257151094608206,1.0266062757122207,1.0211054715176593
E 245,0.9923492003214928,0.9903378902226561,1.0076285267427465,1.0138970305969217,1.0200138134187287
E 246,1.003655073238848,0.9856953451067793,1.0044317877146431,1.0203208124708762,1.0261144280742929
E 247,1.0112809862711074,0.9980220456973955,1.0109496694656055,1.0335604503913018,1.044898772527704
E 248,1.0173552852547576,1.0276408343940957,1.0385897774024344,1.0492351278508896,1.0560334642931792
E 249,0.9934009587898814,1.0035106940587826,0.9994868431676269,1.0100752357947542,1.0108251218141355
E 250,0.9896718716936153,0.9987967778935611,1.0027778550100654,1.0139728779012545,1.0009729422296858
